Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,ADP,AMD,AMGN,AMZN,BKNG,CMCSA,COST,CSCO,GILD,GOOG,GOOGL,INTC,META,MSFT,MU,NFLX,NVDA,PEP,PYPL,QCOM,REGN,SBUX,TSLA,TXN,AAPL,ADP,AMD,AMGN,AMZN,BKNG,CMCSA,COST,CSCO,GILD,GOOG,GOOGL,INTC,META,MSFT,MU,NFLX,NVDA,PEP,PYPL,QCOM,REGN,SBUX,TSLA,TXN,AAPL,ADP,AMD,AMGN,AMZN,BKNG,CMCSA,COST,CSCO,GILD,GOOG,GOOGL,INTC,META,MSFT,MU,NFLX,NVDA,PEP,PYPL,QCOM,REGN,SBUX,TSLA,TXN,AAPL,ADP,AMD,AMGN,AMZN,BKNG,CMCSA,COST,CSCO,GILD,GOOG,GOOGL,INTC,META,MSFT,MU,NFLX,NVDA,PEP,PYPL,QCOM,REGN,SBUX,TSLA,TXN,AAPL,ADP,AMD,AMGN,AMZN,BKNG,CMCSA,COST,CSCO,GILD,GOOG,GOOGL,INTC,META,MSFT,MU,NFLX,NVDA,PEP,PYPL,QCOM,REGN,SBUX,TSLA,TXN
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,123.33064270019531,225.05654907226562,64.0199966430664,239.42543029785156,85.81999969482422,2006.767578125,32.92268371582031,435.6617736816406,44.18056106567383,77.88299560546875,89.16995239257812,88.58870697021484,25.775142669677734,124.05939483642578,234.423583984375,49.699119567871094,294.95001220703125,14.302286148071289,165.692626953125,74.58000183105469,101.23003387451172,717.39453125,94.4356918334961,108.0999984741211,150.35252380371094,129.07955877586164,228.7023693201937,66.87999725341797,240.29474842039144,86.95999908447266,2023.3474132176957,32.94119562897112,440.96721008050184,44.281935467470134,78.57618267022191,91.00902666001265,90.50720142957682,26.102997237232728,125.68050613035881,240.46078689316013,50.28126149263429,298.3900146484375,14.982682047498178,166.93016950259633,75.26000213623047,105.51720234048697,729.3034999866704,94.75412671206878,118.80000305175781,154.4427342755049,122.44315755676651,222.79329481563508,63.59000015258789,236.88156475423534,84.20999908447266,1980.461084846817,32.154458739386875,430.49088046779025,43.59996797174052,77.37222985178826,88.49397026434627,87.99227784940533,25.428003945782972,121.61281793291214,232.290495791577,48.890041470930946,288.70001220703125,14.08348078348017,163.06977179367362,73.37999725341797,101.16393245958648,716.2793170082282,93.16193802807892,104.63999938964844,149.78135707999408,128.46818597294893,228.02055080819179,66.0,238.71168465397113,85.45999908447266,2013.3046937891656,32.339570809322176,440.19831645681006,44.10683646517201,77.60025127163298,89.2991890659961,89.05589865844571,26.083711241679193,122.14987250994204,237.84825439790933,49.88659136167451,298.05999755859375,14.837810367489242,166.78239944208758,73.69000244140625,105.14892199954431,718.7786124021586,94.18281035174653,118.47000122070312,154.04661589206432,112117500,1749800,46851800,2594800,76706000,266900,23175300,1978100,17718900,6050600,20738500,28131200,31308000,35528500,25740000,12422800,6764000,401277000,5137400,27974200,8110400,508500,6607700,231402800,4294100
2023-01-04,124.60271453857422,226.1171417236328,64.66000366210938,241.9327392578125,85.13999938964844,2084.01806640625,33.866764068603516,438.8143005371094,44.1712760925293,77.98332214355469,88.18580627441406,87.5549087524414,26.69120979309082,126.67505645751953,224.1691436767578,53.478111267089844,309.4100036621094,14.73590087890625,165.28627014160156,77.69000244140625,105.31889343261719,723.3888549804688,97.83549499511719,113.63999938964844,155.84298706054688,126.87073149260826,228.56978671899446,65.79000091552734,242.50007201894982,86.9800033569336,2087.128774300116,34.21848329423915,441.6496508746917,45.035194092638086,78.8954077826606,90.70085513619036,90.10958727306334,26.922636244340204,128.3458904758732,227.8579921549362,53.793848887834415,311.1400146484375,14.839808607059629,166.73622337888614,78.4800033569336,105.97991475711622,728.6861530279102,98.08837649883662,114.58999633789062,156.32202601533618,123.3405166774151,224.3557797009885,63.310001373291016,238.83067229393276,83.36000061035156,2031.0299552149907,33.34844118507657,434.998606393711,43.81827646341276,77.47255641242697,87.28118746391154,86.74973244852455,26.18978489577685,125.1633455139879,221.0967257126789,52.02768898412056,295.510009765625,14.228352617509586,163.9748425316557,75.43000030517578,102.75036907293614,716.1000942433704,96.0466245285546,107.5199966430664,152.27786555259533,125.12534263515172,227.43342738655136,65.0,240.66995192474346,86.55000305175781,2042.9291421883743,33.5520686626739,439.41019751700225,44.84940462764837,78.62177930746435,90.47221846747176,89.81137270362576,26.430854345730037,126.68499643310567,227.28069416142324,52.34342660486513,298.239990234375,14.554063307465187,165.69263077130034,76.11000061035156,103.68524116271874,725.0816104216008,96.17774562471882,109.11000061035156,152.27786555259533,89113600,1368100,47477100,1773800,68885100,368100,24067700,2097300,18339800,5713900,27046500,34854800,37665200,32397100,50623400,25077300,9345100,431324000,4771300,19144700,7614200,517200,8166600,180389000,6285300
2023-01-05,123.28133392333984,221.24024963378906,62.33000183105469,244.19293212890625,83.12000274658203,2118.086181640625,34.22773742675781,432.69189453125,43.54887771606445,78.30254364013672,86.25726318359375,85.68611145019531,26.575498580932617,126.24740600585938,217.5252685546875,53.9813117980957,309.70001220703125,14.252331733703613,163.5592498779297,76.2699966430664,103.3075180053711,720.6704711914062,97.8073959350586,110.33999633789062,153.7794647216797,125.99308946159266,225.435313045945,64.3499984741211,245.23611407806627,85.41999816894531,2126.509418503311,34.3850868948534,438.6893471217695,44.115533888881664,78.81331628370728,87.68875649209697,87.04794685839362,26.787640897401975,127.81878720027234,222.65249456632077,54.65225511944026,314.17999267578125,14.55106598124575,165.10156291235475,77.31999969482422,104.74286607101568,727.4414316489225,98.43490504158257,111.75,156.6444635243385,123.02495518012978,219.8671337841509,62.29999923706055,240.22157452809532,83.06999969482422,2059.3805192369477,33.5150447871401,432.1440424073126,43.437401930709854,77.52727230878102,86.0485050068223,85.38790446521591,26.401928263535556,123.86049911106728,216.98710309720292,53.172233751278256,304.54998779296875,14.135435060959392,163.33759478433498,75.6500015258789,103.05255026451428,715.6818478221271,96.92700533180408,107.16000366210938,152.77533687920763,125.36199059273537,224.90501301141074,64.1500015258789,241.63993448043996,85.33000183105469,2059.3805192369477,34.153693318254895,436.87282341004635,44.115533888881664,77.53639511277171,87.54958437424933,86.94854453006714,26.459786262144007,125.44182028135924,222.31002156690943,53.172233751278256,307.0,14.478130857579426,164.35349634814972,77.30000305175781,103.80800116507274,721.5964939763303,97.86358864741489,110.51000213623047,154.5717156012268,80962700,1575000,46159500,2056000,67930800,376000,26969600,2169300,17372100,5710700,23136100,27194400,33552600,25447100,39585600,18030900,8328400,389168000,3647100,11113800,7546000,499800,5575100,157986300,6876800
2023-01-06,127.81736755371094,227.42396545410156,63.959999084472656,251.82449340820312,86.08000183105469,2151.966796875,35.070011138916016,464.1017150878906,44.88656234741211,80.33650970458984,87.63906860351562,86.8193130493164,27.70370101928711,129.3105926513672,220.08888244628906,56.01387405395508,315.54998779296875,14.845806121826172,167.25338745117188,76.4800033569336,108.91670227050781,734.00341796875,99.924072265625,113.05999755859375,161.36109924316406,128.4780480462767,229.6493328280981,64.30000305175781,253.30688596493965,86.4000015258789,2163.7671401794178,35.17182488112924,465.59148700086246,45.13737758867415,80.52804686554553,87.94723439498549,87.16723256780065,27.800129168058195,129.61889880968906,220.90102036196717,56.52694856363107,316.7699890136719,14.996672063889019,167.92756886553363,77.05999755859375,109.52106724499532,744.5083719714619,100.21441079536775,114.38999938964844,162.28232038879977,123.15315196037015,222.584955691618,60.04999923706055,246.17856158828687,81.43000030517578,2124.228383906352,34.403596485001025,444.2543489627972,43.92045998335965,78.64002975479757,85.0643688990754,84.35410198384751,26.401925608912368,125.3523048808097,214.62899248610293,53.310366784487094,303.69000244140625,14.021538873081305,165.12923897745708,73.94999694824219,103.92130915404874,718.7089376396315,98.35061207198734,101.80999755859375,154.23084251552476,124.25757880895641,223.46562948802173,63.150001525878906,247.10278101519052,83.02999877929688,2138.013813666908,34.76457344306225,445.08090824510214,44.087670144201006,78.99574261923837,86.84379274798434,86.27259646181945,26.93227950754635,128.26631859778368,218.20042850517999,54.6917215231447,311.57000732421875,14.461147754802735,165.13846932018416,76.7699966430664,104.780627431398,727.6207457292327,98.69714331185752,103.0,156.2575262245795,87754700,1771700,70161300,2887800,83303400,350400,18780000,5174500,20823000,5939400,26612600,41381500,31788600,27584500,43613600,21069800,8959800,405044000,3713200,14167900,10259300,602400,9644100,220911100,6725900
2023-01-09,128.33999633789062,226.80841064453125,67.23999786376953,247.17599487304688,87.36000061035156,2180.761474609375,34.75531005859375,460.14178466796875,45.128082275390625,77.61849212646484,88.27527618408203,87.49525451660156,28.262981414794922,128.76361083984375,222.23171997070312,55.609344482421875,315.1700134277344,15.61412239074707,165.61874389648438,77.08000183105469,108.22737121582031,677.585205078125,98.09773254394531,119.7699966430664,162.7613525390625,131.55466910779157,230.60576341673257,69.31999969482422,252.17221449507736,89.4800033569336,2194.694928946588,35.17181914941494,467.94616909557783,45.71331419827915,80.1723348846763,90.29327952571856,89.51315879032069,28.80297829961147,132.224619655479,226.26305588050707,56.753894347853375,321.70001220703125,16.04174181805573,168.7957297746381,78.76499938964844,112.23124365550883,705.1869092320484,99.91470642701908,123.5199966430664,166.16988217564992,128.08361757784448,226.58114746187834,65.66999816894531,245.84001513464014,87.08000183105469,2157.565569962693,34.634984425515334,459.5555084313332,44.793662008803665,77.48167787894249,88.05657496954396,87.33621232007889,27.80977151713731,128.57464505477242,221.53700957259352,54.90880184148741,313.2200012207031,15.127554388137481,165.1384982401724,76.52999877929688,107.21695978962846,665.1485304527306,97.80739400840555,117.11000061035156,162.42972640626044,128.6555533163335,228.3330304430597,66.22000122070312,252.17221449507736,87.45999908447266,2167.5194494103075,35.162564961079056,464.15930798855993,44.830817060038825,80.05375928944815,88.66793875795771,87.83323150806754,27.80977151713731,130.44439260111574,221.5761420882489,56.06321686129017,316.8299865722656,15.270428004453912,166.64387580377087,77.0,110.2293110379214,690.1712637133184,99.76484966960275,118.95999908447266,163.19432762140264,70790800,1963500,69741300,2160700,65266100,271600,22849900,2384800,13938000,5435700,22996700,29003900,37493200,26649100,27369800,15715900,6766600,504231000,3319200,12966100,10291800,1664400,10124800,190284000,5733900
2023-01-10,128.9119415283203,228.01107788085938,68.05000305175781,250.6166229248047,89.87000274658203,2193.14453125,35.06074905395508,462.6888122558594,45.34174346923828,79.4791488647461,88.7126693725586,87.89287567138672,28.388338088989258,132.26438903808594,223.92454528808594,56.44801712036133,327.5400085449219,15.894869804382324,164.25189208984375,77.91999816894531,110.39928436279297,695.9664306640625,99.27783203125,118.8499984741211,164.3458709716797,129.4345696464241,228.22887659341873,68.1500015258789,251.28459881430953,90.19000244140625,2193.1544156972964,35.10702705432569,463.35199550080256,45.713318824665436,79.83486173787139,88.94628133969795,88.1413852775039,28.455837238674977,132.71193072520404,226.33159118408554,56.517084486819826,329.3500061035156,15.947822225962636,165.80343533541182,78.0199966430664,110.45594065673518,704.1911812376837,99.68056314512386,122.76000213623047,165.46976205947482,126.33823803970584,224.86714992491483,66.55999755859375,247.16682904997725,87.29000091552734,2152.035838197895,34.56093817606821,456.99892879926716,45.137374720387996,77.39959454227152,86.18767758839076,85.31831979229013,27.88691320673265,126.4562491417937,222.43725555040157,55.11599932278839,311.07000732421875,15.458257679361584,163.54999139978693,76.5,107.38693318996556,672.1186529704111,97.56388283879409,114.91999816894531,161.9783395880832,128.44847658636624,226.33493956345922,66.66999816894531,248.85056392797918,87.56999969482422,2173.0099121079097,34.61647389498401,458.59441100221653,45.33245204776017,77.70970034605796,86.20756365351119,85.46742707274271,28.195481799132445,126.57558954488267,222.85799364012647,55.412002859594686,311.07000732421875,15.493226439429193,165.1200094246006,76.9000015258789,107.67022186419005,673.4828000411371,97.74183595637388,121.06999969482422,162.7153194245143,63896200,969400,41149600,1783400,67756600,216700,15757000,1649900,12474400,5034500,22855600,30467800,23008100,28684400,27033900,10571300,13072300,384101000,3817300,10436000,6384800,793200,4183600,167642500,4267700
2023-01-11,131.633544921875,232.05465698242188,69.05999755859375,249.72901916503906,95.08999633789062,2196.9560546875,35.125545501708984,465.48577880859375,45.713321685791016,79.52474975585938,91.71483612060547,90.97439575195312,28.78369140625,132.16494750976562,230.69557189941406,57.28669738769531,327.260009765625,15.986788749694824,164.43661499023438,78.54000091552734,111.79685974121094,706.9095458984375,99.55882263183594,123.22000122070312,164.7788543701172,131.6532559460779,232.21563990954272,69.12999725341797,253.32519813641804,95.26000213623047,2218.1473428753998,35.26437952867449,465.68760829074967,45.73190098627108,79.5338656020895,91.90370824984832,91.05392064821854,28.812618561855047,133.1197163977935,230.87169062751605,57.69123642717428,328.8800048828125,16.013765197501424,165.96969771076266,79.19000244140625,111.90073441703086,708.3931759465444,99.6899437419246,125.94999694824219,164.94468151858104,128.64568467754964,228.673972164102,67.22000122070312,247.2308953997791,90.93000030517578,2187.762555441114,34.644246440499884,460.48788129624415,45.23956192628683,78.45760426072754,89.209722598814,88.47936469889615,27.964054945186252,129.6288573522427,226.13586459822005,56.16187794154218,321.3500061035156,15.54917801774992,162.24781141237636,77.81999969482422,108.7561804043298,691.5653519095845,98.21014019027879,120.51000213623047,162.99168274549274,129.4246914378982,229.12852749318984,68.38999938964844,252.5291004324929,90.93000030517578,2195.514372055377,35.22735923995515,461.6604633639883,45.3603256075876,79.46090403894219,89.52783140967345,88.64834941552648,28.61976411403725,130.24548493274398,226.311983326322,56.58615105171392,326.5,15.82593243722272,165.6741575800988,78.66999816894531,110.89976812768994,695.9166932246901,99.09989160096106,122.08999633789062,164.18006612986431,69458900,1364100,44470100,2044400,103126200,289900,13347000,1576400,12530900,5947100,25998800,26862000,30375400,25423000,28669300,12143000,9579700,353285000,4369900,10640400,7374400,592600,5634400,183810800,5013900
2023-01-12,131.55465698242188,231.3065185546875,70.80000305175781,247.90811157226562,95.2699966430664,2228.51611328125,35.81047439575195,463.6787414550781,45.518245697021484,78.18399810791016,91.36690521240234,90.58671569824219,29.20797348022461,135.96408081054688,233.3765869140625,56.50722122192383,330.1300048828125,16.496334075927734,162.34017944335938,79.77999877929688,114.81864166259766,711.5197143554688,99.13734436035156,123.55999755859375,164.09716796875,132.3928269168101,232.88795420169694,71.6500015258789,249.49114778150866,97.19000244140625,2239.2696685271203,35.847498221343656,466.14885687019694,45.91769181009874,78.97750832288261,92.07270889499591,91.32230956683387,29.29475678431053,136.92877427286825,234.7366695975556,57.464302994679024,332.95001220703125,16.622221609826266,164.732149366961,80.30000305175781,115.56464737659562,712.7344773560319,99.68993224246687,124.12999725341797,166.89767476279962,129.61205277186403,229.7156184246154,67.18000030517578,246.0505405589535,93.5,2186.923324014608,34.90341185347324,460.1417839723851,45.37890271110548,77.6002637360393,90.03481936118983,89.2149454510414,28.41726419246989,131.04107717747252,228.53312785732817,55.67840903283122,323.1400146484375,15.478239131308847,161.9153580991884,77.0999984741211,111.09806541374475,694.1541582472094,98.50046740814416,117.0,163.04697616389106,132.0181218476768,231.4012211836838,70.06999969482422,248.82317173498922,96.93000030517578,2197.6672358974065,35.04224943404896,466.139236167509,45.713323042392425,78.89542393871136,91.8540076668631,90.93463520167036,28.90904605809714,132.71191854504232,230.19653607787433,57.33603341101643,332.5,16.085699840694257,164.07644256857066,79.01000213623047,112.59951475385148,703.9820212060373,99.54944331341628,122.55999755859375,165.56190658086751,71379600,1170000,70066200,1454100,85254800,292100,20376700,1628200,14241700,6013300,22754200,30258100,28963900,30757700,27269500,14888100,10856200,551409000,4246600,9381900,9527600,538800,4882000,169400900,4324900
